state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_ND;enrollmetric;pp_stloc_raw_ND;pp_fed_raw_ND;pp_total_raw_ND;schoolstloc_raw_ND;schoolfed_raw_ND;schooltot_raw_ND;countenroll;noaudit;nositecen;adfinvars;distflex;flag_NERDS
ND;2018-2019;49007;35043;Hatton Eielson Public School District;Hatton Eielson High School;3809000;380900000290;89; 07-12;4;89;September Count;11865,72;406,02;12271,74;1056049,08;36135,78;1092184,86;1;0;1;0;0;0
ND;2018-2019;15006;35251;Hazelton-Moffit-Braddock Public School District;Hazelton-Moffit-Braddock Elementary School;3809130;380913000291;69; PK-06;2;64;September Count;13825,16;592,42;14417,58;884810,24;37914,88;922725,12;1;0;1;0;0;0
ND;2018-2019;15006;35253;Hazelton-Moffit-Braddock Public School District;Hazelton-Moffit-Braddock High School;3809130;380913000141;57; 07-12;4;57;September Count;13825,16;592,42;14417,58;788034,12;33767,94;821802,06;1;0;1;0;0;0
ND;2018-2019;29003;35281;Hazen Public School District;Hazen Elementary School;3800031;380003100293;268; PK-05;2;254;September Count;8785,73;472,52;9258,25;2231575,42;120020,08;2351595,5;1;0;1;0;0;0
ND;2018-2019;29003;35293;Hazen Public School District;Hazen High School;3800031;380003100294;169; 09-12;4;169;September Count;10366,15;185,24;10551,38;1751879,35;31305,56;1783183,22;1;0;1;0;0;0
ND;2018-2019;29003;35302;Hazen Public School District;Hazen Middle School;3800031;380003100863;122; 06-08;3;122;September Count;7868,09;51,25;7919,34;959906,98;6252,5;966159,48;1;0;1;0;0;0
ND;2018-2019;30013;35371;Hebron Public School District;Hebron Elementary School;3809180;380918000295;107; PK-06;2;103;September Count;13871,44;561,23;14432,67;1428758,32;57806,69;1486565,01;1;0;1;0;0;0
ND;2018-2019;30013;35373;Hebron Public School District;Hebron High School;3809180;380918000296;55; 07-12;4;55;September Count;13871,44;561,23;14432,67;762929,2;30867,65;793796,85;1;0;1;0;0;0
ND;2018-2019;01013;35991;Hettinger Public School District;Hettinger Elementary School;3809410;380941000298;180; PK-06;2;154;September Count;11762,67;335,1;12097,77;1811451,18;51605,4;1863056,58;1;0;1;0;0;0
ND;2018-2019;01013;35993;Hettinger Public School District;Hettinger High School;3809410;380941000299;107; 07-12;4;107;September Count;11762,67;335,1;12097,77;1258605,69;35855,7;1294461,39;1;0;1;0;0;0
ND;2018-2019;49009;36331;Hillsboro Public School District;Hillsboro Elementary School;3809570;380957000301;260; PK-06;2;255;September Count;9160,83;498,44;9659,27;2336011,65;127102,2;2463113,85;1;0;1;0;0;0
ND;2018-2019;49009;36303;Hillsboro Public School District;Hillsboro High School;3809570;380957000302;226; 07-12;4;226;September Count;9650,76;0;9650,76;2181071,76;0;2181071,76;1;0;1;0;0;0
ND;2018-2019;49009;80781;Hillsboro Public School District;Spruce Lane Colony School;3809570;380957000871;8; KG-08;3;8;September Count;11800,23;0;11800,23;94401,84;0;94401,84;1;0;1;0;0;0
ND;2018-2019;46010;37293;Hope Public School District;Hope High School;3809710;380971000161;67; 07-12;4;67;September Count;22797,19;173,3;22970,49;1527411,73;11611,1;1539022,83;1;0;1;0;0;0
ND;2018-2019;27032;37411;Horse Creek Public School District;Horse Creek School;3809810;380981000305;7; KG-08;3;7;September Count;15033,59;746,41;15780;105235,13;5224,87;110460;1;0;1;0;0;0
ND;2018-2019;47001;45703;Jamestown Public School District;Jamestown High School;3800021;380002100310;696; 09-12;4;696;September Count;11563,37;617,07;12180,44;8048105,52;429480,72;8477586,24;1;0;1;0;0;0
ND;2018-2019;47001;45732;Jamestown Public School District;Jamestown Middle School;3800021;380002100311;539; 06-08;3;539;September Count;10320,61;603,93;10924,54;5562808,79;325518,27;5888327,06;1;0;1;0;0;0
ND;2018-2019;47001;52841;Jamestown Public School District;Lincoln Elementary School;3800021;380002100312;228; KG-05;2;228;September Count;9264,49;1546,76;10811,25;2112303,72;352661,28;2464965;1;0;1;0;0;0
ND;2018-2019;47001;53301;Jamestown Public School District;Louis L'amour Elementary School;3800021;380002100825;102; KG-05;2;102;September Count;12875,16;541,29;13416,45;1313266,32;55211,58;1368477,9;1;0;1;0;0;0
ND;2018-2019;47001;75711;Jamestown Public School District;Roosevelt Elementary School;3800021;380002100313;229; KG-05;2;229;September Count;9822,94;1572,51;11395,44;2249453,26;360104,79;2609555,76;1;0;1;0;0;0
ND;2018-2019;47001;92471;Jamestown Public School District;Washington Elementary School;3800021;380002100314;106; KG-05;2;106;September Count;12761,14;1749,1;14510,24;1352680,84;185404,6;1538085,44;1;0;1;0;0;0
ND;2018-2019;47001;46041;Jamestown Public School District;William S Gussner Elementary School;3800021;380002100315;252; PK-05;2;238;September Count;10268,92;604,92;10873,84;2444002,96;143970,96;2587973,92;1;0;1;0;0;0
ND;2018-2019;51028;48781;Kenmare Public School District;Kenmare Elementary School;3810180;381018000731;224; PK-08;3;220;September Count;4020,69;0;4020,69;884551,8;0;884551,8;1;0;1;0;0;1
ND;2018-2019;51028;48823;Kenmare Public School District;Kenmare High School;3810180;381018000326;83; 09-12;4;83;September Count;32448,55;0;32448,55;2693229,65;0;2693229,65;1;0;1;0;0;0
ND;2018-2019;47019;48921;Kensal Public School District;Kensal Elementary School;3810260;381026000329;52; PK-06;2;33;September Count;11288,23;932,92;12221,15;372511,59;30786,36;403297,95;1;0;1;0;0;1
ND;2018-2019;22001;82321;Kidder County Public School District;Steele-Dawson Elementary School;3800389;380038900611;196; PK-06;2;163;September Count;11569,17;994,96;12564,12;1885774,71;162178,48;2047951,56;1;0;1;0;0;0
ND;2018-2019;22001;82323;Kidder County Public School District;Steele-Dawson High School;3800389;380038900612;155; 07-12;4;155;September Count;11569,17;994,96;12564,12;1793221,35;154218,8;1947438,6;1;0;1;0;0;0
ND;2018-2019;22001;83181;Kidder County Public School District;Tappen Elementary School;3800389;380038900624;34; PK-06;2;33;September Count;14196,43;1112,85;15309,28;468482,19;36724,05;505206,24;1;0;1;0;0;0
ND;2018-2019;13016;49271;Killdeer Public School District;Killdeer Elementary School;3810270;381027000331;367; PK-06;2;327;September Count;10544,33;48,37;10592,71;3447995,91;15816,99;3463816,17;1;0;1;0;0;0
ND;2018-2019;13016;49273;Killdeer Public School District;Killdeer High School;3810270;381027000332;228; 07-12;4;228;September Count;10544,33;48,37;10592,71;2404107,24;11028,36;2415137,88;1;0;1;0;0;0
ND;2018-2019;09002;49331;Kindred Public School District;Kindred Elementary School;3800025;380002500334;456; PK-06;2;424;September Count;6034,87;325,63;6360,5;2558784,88;138067,12;2696852;1;0;1;0;0;0
ND;2018-2019;09002;49343;Kindred Public School District;Kindred High School;3800025;380002500335;339; 07-12;4;339;September Count;10948,87;0;10948,87;3711666,93;0;3711666,93;1;0;1;0;0;0
ND;2018-2019;23007;50721;Kulm Public School District;Kulm Elementary School;3810500;381050000338;99; PK-08;3;88;September Count;14820,52;626,65;15447,17;1304205,76;55145,2;1359350,96;1;0;1;0;0;0
ND;2018-2019;23007;50723;Kulm Public School District;Kulm High School;3810500;381050000339;41; 09-12;4;41;September Count;14820,52;626,65;15447,17;607641,32;25692,65;633333,97;1;0;1;0;0;0
ND;2018-2019;32066;51371;Lakota Public School District;Lakota Elementary School;3810600;381060000341;90; PK-06;2;86;September Count;11066,99;790,33;11857,32;951761,14;67968,38;1019729,52;1;0;1;0;0;0
ND;2018-2019;32066;51363;Lakota Public School District;Lakota High School;3810600;381060000342;67; 07-12;4;67;September Count;16209,78;27,29;16237,06;1086055,26;1828,43;1087883,02;1;0;1;0;0;0
ND;2018-2019;23008;51441;Lamoure Public School District;Lamoure Colony School;3810740;381074000346;31; KG-08;3;31;September Count;6198,53;0;6198,53;192154,43;0;192154,43;1;0;1;0;0;0
ND;2018-2019;23008;51451;Lamoure Public School District;Lamoure Elementary School;3810740;381074000343;169; PK-08;3;162;September Count;10725,19;1367,73;12092,91;1737480,78;221572,26;1959051,42;1;0;1;0;0;0
ND;2018-2019;23008;51453;Lamoure Public School District;Lamoure High School;3810740;381074000345;106; 09-12;4;106;September Count;10725,19;1367,73;12092,91;1136870,14;144979,38;1281848,46;1;0;1;0;0;0
ND;2018-2019;10023;51541;Langdon Area Public School District;Langdon Area Elementary School;3810810;381081000347;208; PK-06;2;203;September Count;12228,14;572,87;12801,01;2482312,42;116292,61;2598605,03;1;0;1;0;0;0
ND;2018-2019;10023;51533;Langdon Area Public School District;Langdon Area High School;3810810;381081000348;181; 07-12;4;181;September Count;12243,23;544,09;12787,32;2216024,63;98480,29;2314504,92;1;0;1;0;0;0
ND;2018-2019;18044;51631;Larimore Public School District;Larimore Elementary School;3810860;381086000354;229; PK-06;2;209;September Count;9054,42;488,35;9542,77;1892373,78;102065,15;1994438,93;1;0;1;0;0;0
ND;2018-2019;18044;51693;Larimore Public School District;Larimore High School;3810860;381086000355;165; 07-12;4;165;September Count;10091,23;2,36;10093,59;1665052,95;389,4;1665442,35;1;0;1;0;0;0
ND;2018-2019;03006;51841;Leeds Public School District;Leeds Elementary School;3810980;381098000357;84; PK-08;3;78;September Count;13633,81;606,07;14239,88;1063437,18;47273,46;1110710,64;1;0;1;0;0;0
ND;2018-2019;03006;51843;Leeds Public School District;Leeds High School;3810980;381098000358;53; 09-12;4;53;September Count;13633,81;606,07;14239,88;722591,93;32121,71;754713,64;1;0;1;0;0;0
ND;2018-2019;51161;09161;Lewis And Clark Public School District;Berthold Elementary School;3800058;380005800029;117; PK-06;2;110;September Count;11615,58;313,14;11928,72;1277713,8;34445,4;1312159,2;1;0;1;0;0;0
ND;2018-2019;51161;09163;Lewis And Clark Public School District;Berthold High School;3800058;380005800030;117; 07-12;4;117;September Count;11615,58;313,14;11928,72;1359022,86;36637,38;1395660,24;1;0;1;0;0;0
ND;2018-2019;51161;71081;Lewis And Clark Public School District;North Shore Plaza Elementary School;3800058;380005800537;130; PK-06;2;111;September Count;11615,58;313,14;11928,72;1289329,38;34758,54;1324087,92;1;0;1;0;0;0
ND;2018-2019;51161;71083;Lewis And Clark Public School District;North Shore Plaza High School;3800058;380005800507;57; 07-12;4;57;September Count;11615,58;313,14;11928,72;662088,06;17848,98;679937,04;1;0;1;0;0;0
ND;2018-2019;39028;52601;Lidgerwood Public School District;Lidgerwood Elementary School;3811140;381114000365;97; PK-06;2;89;September Count;12951,71;548,2;13499,91;1152702,19;48789,8;1201491,99;1;0;1;0;0;0
ND;2018-2019;39028;52603;Lidgerwood Public School District;Lidgerwood High School;3811140;381114000366;84; 07-12;4;84;September Count;12951,71;548,2;13499,91;1087943,64;46048,8;1133992,44;1;0;1;0;0;0
ND;2018-2019;15036;52881;Linton Public School District;Linton Elementary School;3800017;380001700370;176; PK-08;3;161;September Count;14092,36;564,56;14656,91;2268869,96;90894,16;2359762,51;1;0;1;0;0;0
ND;2018-2019;15036;52883;Linton Public School District;Linton High School;3800017;380001700371;84; 09-12;4;84;September Count;14092,36;564,56;14656,91;1183758,24;47423,04;1231180,44;1;0;1;0;0;0
ND;2018-2019;37019;52901;Lisbon Public School District;Lisbon Elementary School;3811430;381143000373;216; PK-04;2;209;September Count;9506,48;294,05;9800,53;1986854,32;61456,45;2048310,77;1;0;1;0;0;0
ND;2018-2019;37019;52963;Lisbon Public School District;Lisbon High School;3811430;381143000374;187; 09-12;4;187;September Count;11133,35;294,05;11427,4;2081936,45;54987,35;2136923,8;1;0;1;0;0;0
ND;2018-2019;37019;52931;Lisbon Public School District;Lisbon Middle School;3811430;381143000375;197; 05-08;3;197;September Count;9249,1;294,05;9543,15;1822072,7;57927,85;1880000,55;1;0;1;0;0;0
ND;2018-2019;02046;52981;Litchville-Marion Public School District;Litchville-Marion Elementary School;3800057;380005700376;96; PK-05;2;69;September Count;16732,39;1516,68;18249,07;1154534,91;104650,92;1259185,83;1;0;1;0;0;1
ND;2018-2019;02046;54833;Litchville-Marion Public School District;Litchville-Marion High School;3800057;380005700399;33; 06-12;4;33;September Count;16732,39;1516,68;18249,07;552168,87;50050,44;602219,31;1;0;1;0;0;0
ND;2018-2019;30004;81231;Little Heart Public School District;Little Heart Elementary School;3811540;381154000378;22; PK-08;3;22;September Count;14756,65;0;14756,65;324646,3;0;324646,3;1;0;1;0;0;0
ND;2018-2019;17006;31911;Lone Tree Public School District;Golva Elementary School;3811610;381161000379;30; PK-08;3;28;September Count;18073,08;513,43;18586,51;506046,24;14376,04;520422,28;1;0;1;0;0;0
ND;2018-2019;03009;09021;Maddock Public School District;Maddock Elementary School;3811700;381170000381;102; PK-08;3;86;September Count;12591,88;732,09;13323,97;1082901,68;62959,74;1145861,42;1;0;1;0;0;0
ND;2018-2019;03009;09023;Maddock Public School District;Maddock High School;3811700;381170000382;38; 09-12;4;38;September Count;12591,88;732,09;13323,97;478491,44;27819,42;506310,86;1;0;1;0;0;0
ND;2018-2019;30001;10573;Mandan Public School District;Brave Center Academy;3811820;381182000858;23; 09-12;4;23;September Count;11070,41;432,05;11502,46;254619,43;9937,15;264556,58;1;0;1;0;0;0
ND;2018-2019;30001;16561;Mandan Public School District;Custer Elementary School;3811820;381182000384;128; PK-05;2;115;September Count;12468,15;435,26;12903,41;1433837,25;50054,9;1483892,15;1;0;1;0;0;0
ND;2018-2019;30001;29251;Mandan Public School District;Ft Lincoln Elementary School;3811820;381182000081;479; KG-05;2;479;September Count;9304,49;609,61;9914,11;4456850,71;292003,19;4748858,69;1;0;1;0;0;0
ND;2018-2019;30001;52281;Mandan Public School District;Lewis And Clark Elementary School;3811820;381182000386;424; PK-05;2;410;September Count;9613,04;577,93;10190,97;3941346,4;236951,3;4178297,7;1;0;1;0;0;0
ND;2018-2019;30001;54533;Mandan Public School District;Mandan High School;3811820;381182000387;1074; 09-12;4;1074;September Count;10566,46;498,09;11064,54;11348378,04;534948,66;11883315,96;1;0;1;0;0;0
ND;2018-2019;30001;54572;Mandan Public School District;Mandan Middle School;3811820;381182000388;952; 06-08;3;952;September Count;9651,71;511,7;10163,41;9188427,92;487138,4;9675566,32;1;0;1;0;0;0
ND;2018-2019;30001;82861;Mandan Public School District;Mary Stark Elementary School;3811820;381182000390;215; PK-05;2;204;September Count;10601,37;439,73;11041,1;2162679,48;89704,92;2252384,4;1;0;1;0;0;0
ND;2018-2019;30001;73611;Mandan Public School District;Red Trail Elementary School;3811820;381182000870;366; KG-05;2;366;September Count;9603,81;693,2;10297,02;3514994,46;253711,2;3768709,32;1;0;1;0;0;0
ND;2018-2019;30001;75691;Mandan Public School District;Roosevelt Elementary School;3811820;381182000391;287; PK-05;2;267;September Count;10930,28;432,77;11363,05;2918384,76;115549,59;3033934,35;1;0;1;0;0;0
ND;2018-2019;27036;54591;Mandaree Public School District;Mandaree Elementary School;3811850;381185000747;NA; PK-08;3;172;September Count;5106,41;17630,28;22736,7;878302,52;3032408,16;3910712,4;1;0;1;0;0;1
