state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CT;enrollmetric;pp_stloc_raw_CT;pp_fed_raw_CT;pp_total_raw_CT;schoolstloc_raw_CT;schoolfed_raw_CT;schooltot_raw_CT;countenroll;noaudit;nositecen;adfinvars;distflex;site_tot_raw_CT;pp_site_private_raw_CT;pp_cent_private_raw_CT;ppsitestloc_operational_CT;ppcentstloc_operational_CT;pptotstloc_operational_CT;schoolstloc_operational_CT;schooltot_operational_CT;flag_NERDS
CT;2018-2019;760011;760611;Madison School District;Dr. Robert H. Brown Intermediate School;0902280;090228001382;380; 04-05;2;380;October Count Day;21600;288;21922;8208000;109440;8317440;1;0;1;0;0;5558816;13;21;14340;7294;21634;8220920;8330360;0
CT;2018-2019;760011;760211;Madison School District;Island Avenue Elementary School;0902280;090228000414;NA; NA;NA;261;October Count Day;19072;308;19448;4977792;80388;5058180;1;0;1;0;0;3172267;47;21;11846;7294;19140;4995540;5075928;0
CT;2018-2019;760011;760111;Madison School District;J. Milton Jeffrey Elementary School;0902280;090228000410;342; KG-03;2;342;October Count Day;18836;327;19187;6441912;111834;6553746;1;0;1;0;0;4067317;2;21;11565;7294;18859;6449778;6561612;0
CT;2018-2019;760011;760311;Madison School District;Kathleen H. Ryerson Elementary School;0902280;090228000413;194; KG-03;2;194;October Count Day;20966;288;21396;4067404;55872;4123276;1;0;1;0;0;2735759;120;21;13813;7294;21107;4094758;4150630;0
CT;2018-2019;760011;765211;Madison School District;Walter C. Polson Middle School;0902280;090228001480;422; 06-08;3;423;October Count Day;20202;275;20503;8545446;116325;8661771;1;0;1;0;0;5587335;5;21;12934;7294;20228;8556444;8672769;0
CT;2018-2019;770011;770111;Manchester School District;Bowers School;0902310;090231000417;340; KG-04;2;340;October Count Day;17243;414;17884;5862620;140760;6003380;1;0;1;0;0;5089706;227;0;14559;2911;17470;5939800;6080560;0
CT;2018-2019;770011;770311;Manchester School District;Buckley School;0902310;090231000418;366; PK-04;2;366;October Count Day;17351;414;17992;6350466;151524;6501990;1;0;1;0;0;5518475;227;0;14667;2911;17578;6433548;6585072;0
CT;2018-2019;770011;771711;Manchester School District;Elisabeth M. Bennet Academy;0902310;090231001533;922; 05-06;2;922;October Count Day;17205;340;17772;15863010;313480;16176490;1;0;1;0;0;13699410;227;0;14521;2911;17432;16072304;16385784;0
CT;2018-2019;770011;770411;Manchester School District;Highland Park School;0902310;090231000420;221; KG-04;2;221;October Count Day;20063;414;20704;4433923;91494;4525417;1;0;1;0;0;3931541;227;0;17379;2911;20290;4484090;4575584;0
CT;2018-2019;770011;775311;Manchester School District;Illing Middle School;0902310;090231000421;803; 06-08;3;803;October Count Day;17639;340;18221;14164117;273020;14437137;1;0;1;0;0;12291219;242;0;14970;2911;17881;14358443;14631463;0
CT;2018-2019;770011;770611;Manchester School District;Keeney School;0902310;090231000422;285; PK-04;2;285;October Count Day;17069;414;17710;4864665;117990;4982655;1;0;1;0;0;4216789;227;0;14385;2911;17296;4929360;5047350;0
CT;2018-2019;770011;776111;Manchester School District;Manchester High School;0902310;090231000424;1628; 09-12;4;1628;October Count Day;19098;412;19821;31091544;670736;31762280;1;0;1;0;0;27524056;311;0;16498;2911;19409;31597852;32268588;0
CT;2018-2019;770011;771611;Manchester School District;Martin School;0902310;090231000425;227; KG-04;2;227;October Count Day;19618;1389;21234;4453286;315303;4768589;1;0;1;0;0;4158551;227;0;16934;2911;19845;4504815;4820118;0
CT;2018-2019;770011;771211;Manchester School District;Verplanck School;0902310;090231000429;269; KG-04;2;269;October Count Day;18279;1973;20479;4917051;530737;5447788;1;0;1;0;0;4724947;227;0;15595;2911;18506;4978114;5508851;0
CT;2018-2019;770011;771311;Manchester School District;Waddell School;0902310;090231000430;481; KG-04;2;481;October Count Day;16658;1578;18463;8012498;759018;8771516;1;0;1;0;0;7479202;227;0;13974;2911;16885;8121685;8880703;0
CT;2018-2019;770011;771411;Manchester School District;Washington School;0902310;090231000431;NA; NA;NA;251;October Count Day;18316;1918;20460;4597316;481418;5078734;1;0;1;0;0;4404088;227;0;15632;2911;18543;4654293;5135711;0
CT;2018-2019;780011;780411;Mansfield School District;Annie E. Vinton School;0902340;090234000432;220; PK-04;2;220;October Count Day;26118;720;26994;5745960;158400;5904360;1;0;1;0;0;5195209;156;0;22895;3379;26274;5780280;5938680;0
CT;2018-2019;780011;780211;Mansfield School District;Dorothy C. Goodwin School;0902340;090234000434;186; PK-04;2;186;October Count Day;25740;720;26616;4787640;133920;4921560;1;0;1;0;0;4322087;156;0;22517;3379;25896;4816656;4950576;0
CT;2018-2019;780011;785111;Mansfield School District;Mansfield Middle School;0902340;090234000433;553; 05-08;3;553;October Count Day;13839;0;13839;7652967;0;7652967;1;0;1;0;0;5784483;0;0;10460;3379;13839;7652967;7652967;0
CT;2018-2019;780011;780511;Mansfield School District;Southeast Elementary School;0902340;090234000435;183; PK-04;2;183;October Count Day;27415;720;28291;5016945;131760;5148705;1;0;1;0;0;4558970;156;0;24192;3379;27571;5045493;5177253;0
CT;2018-2019;790011;790111;Marlborough School District;Elmer Thienes-Mary Hall Elementary School;0902370;090237000437;449; PK-06;2;449;October Count Day;16023;392;16414;7194327;176008;7370335;1;0;1;0;0;6409862;0;0;13884;2139;16023;7194327;7370335;0
CT;2018-2019;800011;800111;Meriden School District;Benjamin Franklin School;0902400;090240000439;352; PK-05;2;353;October Count Day;15919;928;17042;5619407;327584;5946991;1;0;1;0;0;4662807;152;41;12408;3704;16112;5687536;6015120;0
CT;2018-2019;800011;801111;Meriden School District;Casimir Pulaski School;0902400;090240000440;582; KG-05;2;582;October Count Day;12242;712;13023;7124844;414384;7539228;1;0;1;0;0;5348930;28;41;8607;3704;12311;7165002;7579386;0
CT;2018-2019;800011;806111;Meriden School District;Francis T. Maloney High School;0902400;090240000441;1134; 09-12;4;1134;October Count Day;14679;477;15854;16645986;540918;17186904;1;0;1;0;0;13632866;657;41;11673;3704;15377;17437518;17978436;0
CT;2018-2019;800011;800311;Meriden School District;Hanover School;0902400;090240000442;463; PK-05;2;463;October Count Day;16270;1762;18171;7533010;815806;8348816;1;0;1;0;0;6638511;98;41;12705;3704;16409;7597367;8413173;0
CT;2018-2019;800011;800411;Meriden School District;Israel Putnam School;0902400;090240000443;489; KG-05;2;489;October Count Day;12273;1220;13562;6001497;596580;6598077;1;0;1;0;0;4757689;27;41;8637;3704;12341;6034749;6631329;0
